1580343600,GoToSleep,20200130 12:30 am
1580370180,WakeUp,20200130 7:43 am
1580430000,GoToSleep,20200131 12:20 am
1580460120,WakeUp,20200131 8:42 am
1580313000,Walking,20200129 15:50
1580389418,Walking,20200130 8:03 am
1580377800,Walking,20200130 9:50 am
1580387400,Walking,20200130 12:30 pm
1580404800,Walking,20200130 17:20
