1580354032.000000, IBI
21.282224,0.921917
22.157264,0.875040
23.032304,0.875040
23.954221,0.921917
113.661453,0.828163
122.083713,0.843789
123.130636,1.046923
127.380831,0.921917
128.162117,0.781286
128.990279,0.828163
129.771565,0.781286
130.537225,0.765660
131.287260,0.750034
132.209177,0.921917
133.006088,0.796911
177.742511,0.781286
178.601925,0.859414
179.336334,0.734409
180.180123,0.843789
192.774449,0.828163
193.508858,0.734409
194.368272,0.859414
209.415836,0.843789
210.290876,0.875040
211.212793,0.921917
212.009705,0.796911
212.822242,0.812537
213.634779,0.812537
214.431690,0.796911
215.259853,0.828163
216.119268,0.859414
216.947431,0.828163
217.759968,0.812537
218.635008,0.875040
219.572551,0.937543
220.385088,0.812537
221.244502,0.859414
222.119542,0.875040
222.994582,0.875040
223.791494,0.796911
224.650908,0.859414
225.479071,0.828163
226.338485,0.859414
227.135397,0.796911
227.947934,0.812537
228.807348,0.859414
229.666763,0.859414
230.526177,0.859414
231.416843,0.890666
232.260632,0.843789
233.198174,0.937543
254.667907,0.921917
255.449193,0.781286
256.292982,0.843789
257.136770,0.843789
258.074313,0.937543
258.886850,0.812537
259.558756,0.671906
279.075275,0.796911
280.028443,0.953169
281.090992,1.062549
291.435215,0.859414
292.341507,0.906291
293.482184,1.140677
325.436772,0.843789
326.171180,0.734409
327.046221,0.875040
327.936886,0.890666
345.109547,0.781286
360.938397,0.921917
361.641554,0.703157
362.454091,0.812537
363.329131,0.875040
364.126043,0.796911
364.922954,0.796911
365.969877,1.046923
389.252193,0.968794
389.970976,0.718783
390.955396,0.984420
391.924190,0.968794
392.658599,0.734409
393.564890,0.906291
394.455556,0.890666
410.284406,0.828163
411.096943,0.812537
411.940732,0.843789
412.753269,0.812537
413.612683,0.859414
414.409595,0.796911
418.628538,0.828163
419.409823,0.781286
420.394243,0.984420
421.206781,0.812537
422.050569,0.843789
422.941235,0.890666
423.785024,0.843789
424.660064,0.875040
430.191567,0.906291
431.097858,0.906291
431.910396,0.812537
432.754184,0.843789
433.582347,0.828163
434.457387,0.875040
435.348053,0.890666
436.129339,0.781286
451.192528,0.906291
452.083194,0.890666
452.973860,0.890666
453.848900,0.875040
454.739566,0.890666
455.536477,0.796911
456.286511,0.750034
457.083423,0.796911
457.989714,0.906291
458.771000,0.781286
484.147162,0.890666
484.959699,0.812537
485.819113,0.859414
486.709779,0.890666
531.946225,0.843789
532.696259,0.750034
533.571299,0.875040
534.368211,0.796911
535.118245,0.750034
535.993285,0.875040
536.758945,0.765660
537.633985,0.875040
538.446522,0.812537
539.259059,0.812537
596.699189,0.828163
604.168281,0.828163
605.027695,0.859414
605.808981,0.781286
606.637144,0.828163
615.137533,0.906291
615.840690,0.703157
616.684479,0.843789
617.528267,0.843789
618.372056,0.843789
619.387727,1.015671
632.997725,1.000046
634.013397,1.015671
635.060320,1.046923
635.982237,0.921917
636.919780,0.937543
637.872948,0.953169
638.826117,0.953169
639.763660,0.937543
640.685577,0.921917
641.607494,0.921917
642.591914,0.984420
646.638975,0.875040
647.467138,0.828163
648.201546,0.734409
649.154715,0.953169
649.826621,0.671906
650.498526,0.671906
656.920695,0.921917
657.748858,0.828163
658.608273,0.859414
659.452061,0.843789
778.926280,0.796911
783.957760,0.828163
784.739046,0.781286
785.598460,0.859414
786.348495,0.750034
787.239161,0.890666
788.051698,0.812537
788.989241,0.937543
789.911158,0.921917
794.051972,0.859414
794.786381,0.734409
795.458287,0.671906
801.614819,0.906291
802.505484,0.890666
803.364899,0.859414
813.802876,0.953169
844.460530,0.812537
845.351196,0.890666
846.226236,0.875040
847.007521,0.781286
847.913813,0.906291
854.742250,0.859414
855.632916,0.890666
864.789585,0.734409
865.711503,0.921917
866.367783,0.656280
867.242823,0.875040
927.214318,0.781286
932.698944,1.187554
936.449116,0.828163
937.230401,0.781286
938.121067,0.890666
938.933604,0.812537
944.793247,0.859414
945.668288,0.875040
946.558953,0.890666
947.402742,0.843789
948.168402,0.765660
965.153554,0.890666
965.966092,0.812537
966.903635,0.937543
971.903863,0.781286
988.248362,0.828163
989.154653,0.906291
989.982816,0.828163
990.842230,0.859414
991.732896,0.890666
992.576685,0.843789
993.420473,0.843789
994.295513,0.875040
995.154928,0.859414
996.045594,0.890666
1001.217705,0.906291
1002.077120,0.859414
1002.983411,0.906291
1003.889703,0.906291
1004.670988,0.781286
1005.514777,0.843789
1006.342940,0.828163
1007.217980,0.875040
1018.796635,0.890666
1019.671675,0.875040
1033.328550,0.703157
1033.953579,0.625029
1047.954220,0.765660
1048.563622,0.609403
1049.407411,0.843789
1050.204323,0.796911
1088.159185,0.828163
1088.971722,0.812537
1113.629101,0.843789
